집계일자,영업소코드,영업소명,입출구구분코드,입출구명,TCS하이패스구분코드,TCS하이패스명,고속도로운영기관구분코드,고속도로운영기관명,영업형태구분코드,영업형태명,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량
"2023-07-07","011 ","인천","0","입구","2","hi-pass","00","한국도로공사","1","개방식",68098,1773,775,898,2488,4416,78448
"2023-07-07","011 ","인천","1","출구","1","TCS","00","한국도로공사","1","개방식",6543,249,560,488,256,1011,9107
"2023-07-07","011 ","인천","1","출구","2","hi-pass","00","한국도로공사","1","개방식",73063,1872,850,948,2406,4774,83913
"2023-07-07","064 ","청계","0","입구","1","TCS","00","한국도로공사","1","개방식",5029,254,297,270,115,727,6692
"2023-07-07","064 ","청계","0","입구","2","hi-pass","00","한국도로공사","1","개방식",75390,1839,1743,992,1478,3972,85414
"2023-07-07","064 ","청계","1","출구","1","TCS","00","한국도로공사","1","개방식",5111,196,395,245,81,766,6794
"2023-07-07","064 ","청계","1","출구","2","hi-pass","00","한국도로공사","1","개방식",77540,1941,2218,1053,1492,4257,88501
"2023-07-07","540 ","청북","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",800,92,454,390,173,10,1919
"2023-07-07","540 ","청북","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9565,800,582,1021,1227,495,13690
"2023-07-07","540 ","청북","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",784,86,435,267,89,98,1759
"2023-07-07","540 ","청북","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",10043,799,669,1109,1465,547,14632
"2023-07-07","063 ","토평","0","입구","1","TCS","00","한국도로공사","1","개방식",1661,51,121,75,22,222,2152
"2023-07-07","063 ","토평","0","입구","2","hi-pass","00","한국도로공사","1","개방식",16887,583,232,367,404,1038,19511
"2023-07-07","063 ","토평","1","출구","1","TCS","00","한국도로공사","1","개방식",717,48,75,42,14,99,995
"2023-07-07","063 ","토평","1","출구","2","hi-pass","00","한국도로공사","1","개방식",9168,330,194,300,377,559,10928
"2023-07-07","065 ","판교","0","입구","1","TCS","00","한국도로공사","1","개방식",2159,55,49,39,15,234,2551
"2023-07-07","065 ","판교","0","입구","2","hi-pass","00","한국도로공사","1","개방식",39438,481,2699,164,188,1693,44663
"2023-07-07","065 ","판교","1","출구","1","TCS","00","한국도로공사","1","개방식",2859,61,62,39,21,324,3366
"2023-07-07","065 ","판교","1","출구","2","hi-pass","00","한국도로공사","1","개방식",40196,437,2538,167,318,1695,45351
"2023-07-07","520 ","평택","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1412,41,249,133,37,17,1889
"2023-07-07","520 ","평택","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",19096,880,1182,1052,1536,816,24562
"2023-07-07","520 ","평택","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1284,74,424,334,95,177,2388
"2023-07-07","520 ","평택","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",16120,911,1230,1063,1604,675,21603
"2023-07-07","741 ","평택고덕","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",947,23,106,103,58,10,1247
"2023-07-07","741 ","평택고덕","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10966,241,1227,250,1251,622,14557
"2023-07-07","741 ","평택고덕","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",671,21,94,80,27,120,1013
"2023-07-07","741 ","평택고덕","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",10889,257,1209,262,1102,637,14356
"2023-07-07","066 ","하남","0","입구","1","TCS","00","한국도로공사","1","개방식",1250,71,59,37,11,163,1591
"2023-07-07","066 ","하남","0","입구","2","hi-pass","00","한국도로공사","1","개방식",16193,517,166,197,224,847,18144
"2023-07-07","066 ","하남","1","출구","1","TCS","00","한국도로공사","1","개방식",1010,58,66,33,15,139,1321
"2023-07-07","066 ","하남","1","출구","2","hi-pass","00","한국도로공사","1","개방식",16064,392,136,169,210,838,17809
"2023-07-08","191 ","경기광주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",912,22,45,37,39,18,1073
"2023-07-08","191 ","경기광주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",11158,344,287,157,409,534,12889
"2023-07-08","191 ","경기광주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",963,20,48,20,19,114,1184
"2023-07-08","191 ","경기광주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",12840,330,279,110,443,578,14580
"2023-07-08","192 ","곤지암","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1110,32,127,91,32,10,1402
"2023-07-08","192 ","곤지암","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",13601,534,296,339,311,570,15651
"2023-07-08","192 ","곤지암","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1127,38,122,67,13,145,1512
"2023-07-08","192 ","곤지암","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",14796,534,317,371,318,583,16919
"2023-07-08","062 ","구리남양주","0","입구","1","TCS","00","한국도로공사","1","개방식",6845,184,222,147,60,797,8255
"2023-07-08","062 ","구리남양주","0","입구","2","hi-pass","00","한국도로공사","1","개방식",82031,1416,1259,796,1077,3553,90132
"2023-07-08","062 ","구리남양주","1","출구","1","TCS","00","한국도로공사","1","개방식",6904,139,270,227,97,833,8470
"2023-07-08","062 ","구리남양주","1","출구","2","hi-pass","00","한국도로공사","1","개방식",89732,1509,1319,1087,1179,4027,98853
"2023-07-08","254 ","군자","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",3611,79,224,167,68,29,4178
"2023-07-08","254 ","군자","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",41479,704,699,560,1032,1985,46459
"2023-07-08","254 ","군자","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",3690,68,201,230,64,409,4662
"2023-07-08","254 ","군자","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",42690,711,655,594,1108,2064,47822
"2023-07-08","215 ","군포","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",981,14,41,16,9,14,1075
"2023-07-08","215 ","군포","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",12898,172,182,71,110,638,14071
"2023-07-08","215 ","군포","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",993,23,60,21,9,127,1233
"2023-07-08","215 ","군포","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",11566,191,158,71,111,583,12680
"2023-07-08","105 ","기흥","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1057,8,18,21,3,11,1118
"2023-07-08","105 ","기흥","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",16046,124,223,142,77,704,17316
"2023-07-08","105 ","기흥","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",901,16,21,18,5,115,1076
"2023-07-08","105 ","기흥","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",14710,149,236,73,74,613,15855
"2023-07-08","528 ","기흥동탄","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1263,9,12,10,6,13,1313
"2023-07-08","528 ","기흥동탄","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",17707,165,787,179,276,666,19780
"2023-07-08","528 ","기흥동탄","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1384,9,27,34,21,174,1649
"2023-07-08","528 ","기흥동탄","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",19377,186,792,186,342,746,21629
"2023-07-08","068 ","김포","0","입구","1","TCS","00","한국도로공사","1","개방식",7384,152,347,178,105,961,9127
"2023-07-08","068 ","김포","0","입구","2","hi-pass","00","한국도로공사","1","개방식",78001,1205,938,715,1457,3953,86269
"2023-07-08","068 ","김포","1","출구","1","TCS","00","한국도로공사","1","개방식",8764,184,363,209,146,1074,10740
"2023-07-08","068 ","김포","1","출구","2","hi-pass","00","한국도로공사","1","개방식",83462,1262,968,728,1254,4149,91823
"2023-07-08","742 ","남사진위","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",509,8,91,63,10,3,684
"2023-07-08","742 ","남사진위","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10246,182,226,345,222,387,11608
"2023-07-08","742 ","남사진위","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",588,11,54,71,20,66,810
"2023-07-08","742 ","남사진위","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8452,157,204,335,279,293,9720
"2023-07-08","543 ","남안성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",933,17,169,139,52,7,1317
"2023-07-08","543 ","남안성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",11419,391,342,508,960,438,14058
"2023-07-08","543 ","남안성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1006,18,155,120,52,119,1470
"2023-07-08","543 ","남안성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",10492,347,314,453,1017,410,13033
"2023-07-08","053 ","남인천","0","입구","1","TCS","00","한국도로공사","1","개방식",3276,51,83,69,29,461,3969
"2023-07-08","053 ","남인천","0","입구","2","hi-pass","00","한국도로공사","1","개방식",34814,410,365,196,493,1795,38073
"2023-07-08","053 ","남인천","1","출구","1","TCS","00","한국도로공사","1","개방식",3158,35,71,47,25,405,3741
"2023-07-08","053 ","남인천","1","출구","2","hi-pass","00","한국도로공사","1","개방식",34580,426,468,199,540,1795,38008
"2023-07-08","069 ","대왕판교","0","입구","1","TCS","00","한국도로공사","1","개방식",139,4,1,0,1,14,159
"2023-07-08","069 ","대왕판교","0","입구","2","hi-pass","00","한국도로공사","1","개방식",1696,16,14,0,1,67,1794
"2023-07-08","069 ","대왕판교","1","출구","1","TCS","00","한국도로공사","1","개방식",234,3,0,0,0,34,271
"2023-07-08","069 ","대왕판교","1","출구","2","hi-pass","00","한국도로공사","1","개방식",3318,26,13,0,0,92,3449
"2023-07-08","214 ","동군포","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",39,0,9,34,5,0,87
"2023-07-08","214 ","동군포","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",394,87,57,189,84,27,838
"2023-07-08","214 ","동군포","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",335,12,17,61,6,42,473
"2023-07-08","214 ","동군포","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",5122,165,95,186,220,211,5999
"2023-07-08","190 ","동서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",4894,229,312,169,61,35,5700
"2023-07-08","190 ","동서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",67163,1343,1483,686,975,2221,73871
"2023-07-08","190 ","동서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",4988,95,231,247,64,510,6135
"2023-07-08","190 ","동서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",61803,1457,1689,1110,1205,2193,69457
"2023-07-08","102 ","동수원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2370,28,62,19,6,19,2504
"2023-07-08","102 ","동수원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",37679,303,844,88,126,1584,40624
"2023-07-08","102 ","동수원","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2365,36,59,13,4,290,2767
"2023-07-08","102 ","동수원","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",34145,291,716,73,107,1447,36779
"2023-07-08","171 ","마성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",642,8,16,3,0,1,670
"2023-07-08","171 ","마성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9092,45,199,65,12,318,9731
"2023-07-08","171 ","마성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1037,19,44,9,0,106,1215
"2023-07-08","171 ","마성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",13099,112,237,90,29,444,14011
"2023-07-08","281 ","매송","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",822,14,27,16,2,9,890
"2023-07-08","281 ","매송","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10352,110,114,37,104,427,11144
"2023-07-08","281 ","매송","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",759,15,20,11,4,86,895
"2023-07-08","281 ","매송","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9461,106,117,43,81,403,10211
"2023-07-08","283 ","발안","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",846,17,81,38,14,12,1008
"2023-07-08","283 ","발안","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8388,198,147,154,273,403,9563
"2023-07-08","283 ","발안","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",685,22,55,55,23,111,951
"2023-07-08","283 ","발안","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7526,197,131,160,336,348,8698
"2023-07-08","213 ","부곡","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",417,13,36,65,27,5,563
"2023-07-08","213 ","부곡","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6034,150,73,115,301,309,6982
"2023-07-08","213 ","부곡","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",350,12,31,32,9,55,489
"2023-07-08","213 ","부곡","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",5264,116,54,54,296,291,6075
"2023-07-08","212 ","북수원","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1560,28,68,47,10,10,1723
"2023-07-08","212 ","북수원","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",22685,309,481,156,181,902,24714
"2023-07-08","212 ","북수원","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1245,25,51,63,6,139,1529
"2023-07-08","212 ","북수원","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",16332,242,384,177,208,693,18036
"2023-07-08","282 ","비봉","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",942,18,65,29,14,11,1079
"2023-07-08","282 ","비봉","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10117,186,190,152,605,480,11730
"2023-07-08","282 ","비봉","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",832,26,90,37,15,92,1092
"2023-07-08","282 ","비봉","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9230,177,171,162,602,419,10761
"2023-07-08","253 ","서서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",6610,104,347,227,68,58,7414
"2023-07-08","253 ","서서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",90432,1155,1219,1225,1699,3795,99525
"2023-07-08","253 ","서서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",6647,96,308,324,71,807,8253
"2023-07-08","253 ","서서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",81871,1290,1173,1605,2068,3540,91547
"2023-07-08","255 ","서안산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2120,39,120,94,20,34,2427
"2023-07-08","255 ","서안산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",27467,590,472,551,507,1429,31016
"2023-07-08","255 ","서안산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1932,61,126,102,25,249,2495
"2023-07-08","255 ","서안산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",25870,599,498,648,548,1373,29536
"2023-07-08","542 ","서안성","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1159,20,117,142,27,4,1469
"2023-07-08","542 ","서안성","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",12140,207,385,725,602,521,14580
"2023-07-08","542 ","서안성","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",802,16,161,140,26,99,1244
"2023-07-08","542 ","서안성","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9457,220,363,671,673,377,11761
"2023-07-08","101 ","서울","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",7877,96,245,141,31,53,8443
"2023-07-08","101 ","서울","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",87036,1477,7434,1024,566,2843,100380
"2023-07-08","101 ","서울","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",7367,155,189,244,48,739,8742
"2023-07-08","101 ","서울","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",85714,1787,7552,1341,766,3122,100282
"2023-07-08","194 ","서이천","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",631,27,69,61,12,2,802
"2023-07-08","194 ","서이천","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6416,543,333,309,155,297,8053
"2023-07-08","194 ","서이천","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",600,45,85,63,12,76,881
"2023-07-08","194 ","서이천","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8343,704,420,332,201,344,10344
"2023-07-08","285 ","서평택","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",925,25,130,129,55,16,1280
"2023-07-08","285 ","서평택","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8822,162,347,583,1466,453,11833
"2023-07-08","285 ","서평택","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",835,16,155,128,39,105,1278
"2023-07-08","285 ","서평택","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",6995,146,316,604,1417,369,9847
"2023-07-08","061 ","성남","0","입구","1","TCS","00","한국도로공사","1","개방식",5799,109,253,128,34,691,7014
"2023-07-08","061 ","성남","0","입구","2","hi-pass","00","한국도로공사","1","개방식",84668,1400,1389,830,848,3447,92582
"2023-07-08","061 ","성남","1","출구","1","TCS","00","한국도로공사","1","개방식",5380,94,186,119,40,660,6479
"2023-07-08","061 ","성남","1","출구","2","hi-pass","00","한국도로공사","1","개방식",79643,1204,1223,712,930,3280,86992
"2023-07-08","541 ","송탄","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",872,22,71,66,14,13,1058
"2023-07-08","541 ","송탄","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",8223,245,211,247,337,408,9671
"2023-07-08","541 ","송탄","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",844,22,90,66,24,131,1177
"2023-07-08","541 ","송탄","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8098,245,237,255,372,472,9679
"2023-07-08","103 ","수원신갈","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",2518,38,99,70,17,12,2754
"2023-07-08","103 ","수원신갈","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",36535,893,1479,448,231,1482,41068
"2023-07-08","103 ","수원신갈","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",2284,61,100,81,15,254,2795
"2023-07-08","103 ","수원신갈","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",37377,866,1503,554,308,1465,42073
"2023-07-08","067 ","시흥","0","입구","1","TCS","00","한국도로공사","1","개방식",5673,109,222,178,54,669,6905
"2023-07-08","067 ","시흥","0","입구","2","hi-pass","00","한국도로공사","1","개방식",74403,950,1029,696,961,3367,81406
"2023-07-08","067 ","시흥","1","출구","1","TCS","00","한국도로공사","1","개방식",4856,108,226,220,62,638,6110
"2023-07-08","067 ","시흥","1","출구","2","hi-pass","00","한국도로공사","1","개방식",66219,996,951,922,1061,3120,73269
"2023-07-08","729 ","신둔","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",1081,104,24,0,0,58,1267
"2023-07-08","729 ","신둔","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",145,3,2,0,0,9,159
"2023-07-08","256 ","안산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1014,25,24,12,0,10,1085
"2023-07-08","256 ","안산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",13734,202,179,67,87,782,15051
"2023-07-08","256 ","안산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1313,29,35,18,5,166,1566
"2023-07-08","256 ","안산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",15446,228,210,80,92,949,17005
"2023-07-08","106 ","오산","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1594,50,115,76,22,16,1873
"2023-07-08","106 ","오산","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",17604,931,803,460,351,874,21023
"2023-07-08","106 ","오산","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1789,53,127,104,33,224,2330
"2023-07-08","106 ","오산","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",18675,798,853,514,303,861,22004
"2023-07-08","011 ","인천","0","입구","1","TCS","00","한국도로공사","1","개방식",6020,147,198,148,156,827,7496
"2023-07-08","011 ","인천","0","입구","2","hi-pass","00","한국도로공사","1","개방식",60935,981,497,444,1719,3339,67915
"2023-07-08","011 ","인천","1","출구","1","TCS","00","한국도로공사","1","개방식",6635,134,293,230,154,875,8321
"2023-07-08","011 ","인천","1","출구","2","hi-pass","00","한국도로공사","1","개방식",67249,1057,515,599,1748,3796,74964
"2023-07-08","064 ","청계","0","입구","1","TCS","00","한국도로공사","1","개방식",5427,134,110,102,24,656,6453
"2023-07-08","064 ","청계","0","입구","2","hi-pass","00","한국도로공사","1","개방식",70466,810,1150,448,674,3009,76557
"2023-07-08","064 ","청계","1","출구","1","TCS","00","한국도로공사","1","개방식",5461,114,172,99,31,714,6591
"2023-07-08","064 ","청계","1","출구","2","hi-pass","00","한국도로공사","1","개방식",73319,925,1343,456,774,3199,80016
"2023-07-08","540 ","청북","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",695,18,109,77,35,5,939
"2023-07-08","540 ","청북","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",6847,197,233,451,496,308,8532
"2023-07-08","540 ","청북","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",770,23,109,73,36,87,1098
"2023-07-08","540 ","청북","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",7867,228,261,353,617,369,9695
"2023-07-08","063 ","토평","0","입구","1","TCS","00","한국도로공사","1","개방식",1241,20,43,24,9,152,1489
"2023-07-08","063 ","토평","0","입구","2","hi-pass","00","한국도로공사","1","개방식",15114,195,121,112,157,745,16444
"2023-07-08","063 ","토평","1","출구","1","TCS","00","한국도로공사","1","개방식",957,19,30,18,21,108,1153
"2023-07-08","063 ","토평","1","출구","2","hi-pass","00","한국도로공사","1","개방식",10365,149,123,153,240,468,11498
"2023-07-08","065 ","판교","0","입구","1","TCS","00","한국도로공사","1","개방식",2189,30,23,9,6,261,2518
"2023-07-08","065 ","판교","0","입구","2","hi-pass","00","한국도로공사","1","개방식",33657,275,1758,78,177,1153,37098
"2023-07-08","065 ","판교","1","출구","1","TCS","00","한국도로공사","1","개방식",2778,25,27,15,6,247,3098
"2023-07-08","065 ","판교","1","출구","2","hi-pass","00","한국도로공사","1","개방식",34585,278,1724,77,211,1130,38005
"2023-07-08","520 ","평택","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",1853,19,89,66,15,13,2055
"2023-07-08","520 ","평택","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",20443,283,609,404,611,767,23117
"2023-07-08","520 ","평택","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1584,24,158,109,53,191,2119
"2023-07-08","520 ","평택","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",17478,275,652,391,630,669,20095
"2023-07-08","741 ","평택고덕","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",996,14,42,31,35,3,1121
"2023-07-08","741 ","평택고덕","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10064,86,293,110,760,558,11871
"2023-07-08","741 ","평택고덕","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",701,16,38,37,10,93,895
"2023-07-08","741 ","평택고덕","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",8818,101,290,118,733,475,10535
"2023-07-08","066 ","하남","0","입구","1","TCS","00","한국도로공사","1","개방식",1323,26,35,14,5,157,1560
"2023-07-08","066 ","하남","0","입구","2","hi-pass","00","한국도로공사","1","개방식",16924,209,125,84,133,720,18195
"2023-07-08","066 ","하남","1","출구","1","TCS","00","한국도로공사","1","개방식",1239,22,37,9,3,137,1447
"2023-07-08","066 ","하남","1","출구","2","hi-pass","00","한국도로공사","1","개방식",16868,183,130,72,100,678,18031
"2023-07-09","191 ","경기광주","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",631,14,22,9,2,6,684
"2023-07-09","191 ","경기광주","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",7619,139,233,43,14,379,8427
"2023-07-09","191 ","경기광주","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",757,15,20,9,0,108,909
"2023-07-09","191 ","경기광주","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9808,179,242,53,16,447,10745
"2023-07-09","192 ","곤지암","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",896,26,61,48,3,11,1045
"2023-07-09","192 ","곤지암","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",10453,310,196,241,101,400,11701
"2023-07-09","192 ","곤지암","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",958,27,40,35,3,110,1173
"2023-07-09","192 ","곤지암","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",11979,295,188,210,80,435,13187
"2023-07-09","062 ","구리남양주","0","입구","1","TCS","00","한국도로공사","1","개방식",5778,90,118,85,13,730,6814
"2023-07-09","062 ","구리남양주","0","입구","2","hi-pass","00","한국도로공사","1","개방식",73873,818,1062,602,335,3219,79909
"2023-07-09","062 ","구리남양주","1","출구","1","TCS","00","한국도로공사","1","개방식",5481,63,95,96,23,665,6423
"2023-07-09","062 ","구리남양주","1","출구","2","hi-pass","00","한국도로공사","1","개방식",73785,623,982,513,256,3205,79364
"2023-07-09","254 ","군자","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",3148,28,88,95,22,13,3394
"2023-07-09","254 ","군자","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",35560,364,537,312,280,1659,38712
"2023-07-09","254 ","군자","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",3207,29,65,85,20,361,3767
"2023-07-09","254 ","군자","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",35920,280,505,249,244,1628,38826
"2023-07-09","215 ","군포","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",777,8,15,12,6,7,825
"2023-07-09","215 ","군포","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",9323,71,131,25,30,451,10031
"2023-07-09","215 ","군포","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",865,12,14,7,1,90,989
"2023-07-09","215 ","군포","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",9941,83,110,24,32,466,10656
"2023-07-09","105 ","기흥","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",724,6,7,10,1,4,752
"2023-07-09","105 ","기흥","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",12137,66,197,91,30,485,13006
"2023-07-09","105 ","기흥","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",732,10,4,6,1,81,834
"2023-07-09","105 ","기흥","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",12270,70,217,51,37,492,13137
"2023-07-09","528 ","기흥동탄","0","입구","1","TCS","00","한국도로공사","0","폐쇄식",963,10,10,7,13,0,1003
"2023-07-09","528 ","기흥동탄","0","입구","2","hi-pass","00","한국도로공사","0","폐쇄식",13516,90,640,134,184,528,15092
"2023-07-09","528 ","기흥동탄","1","출구","1","TCS","00","한국도로공사","0","폐쇄식",1062,4,5,19,16,116,1222
"2023-07-09","528 ","기흥동탄","1","출구","2","hi-pass","00","한국도로공사","0","폐쇄식",16627,102,610,119,165,607,18230
"2023-07-09","068 ","김포","0","입구","1","TCS","00","한국도로공사","1","개방식",6543,86,117,56,22,856,7680
